Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
7523,Text,2005-02-01,The Lady of the Decoration,en,"Little, Frances, 1863-1941","Japan -- History -- Meiji period, 1868-1912 -- Fiction",PS,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction"
7524,Text,2005-02-01,The Germany and the Agricola of Tacitus,en,"Tacitus, Cornelius, 56-117","Agricola, Gnaeus Julius, 40-93; Germanic peoples -- Early works to 1800; Statesmen -- Rome -- Biography -- Early works to 1800",PA,Germany; Classical Antiquity; Browsing: Biographies; Browsing: History - General; Browsing: Literature
7525,Text,2005-02-01,"The History of Roman Literature
From the Earliest Period to the Death of Marcus Aurelius",en,"Cruttwell, Charles Thomas, 1847-1911",Latin literature -- History and criticism,PA,Browsing: History - General; Browsing: Literature
7526,Text,2005-02-01,The Englishwoman in America,en,"Bird, Isabella L. (Isabella Lucy), 1831-1904",United States -- Description and travel; Canada -- Description and travel; United States -- Social life and customs -- 1783-1865,E151,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Travel & Geography
7527,Text,2005-02-01,The Little Daisy Girl and Other Poems,en,"Hedge-Cheney, Jacquelyn; Cheney, Roland",Poetry,PS,Browsing: Literature; Browsing: Poetry
7528,Text,2005-02-01,The Roman Pronunciation of Latin: Why We Use It and How to Use It,en,"Lord, Frances E. (Frances Ellen), 1835-",Latin language -- Pronunciation,PA,Browsing: Language & Communication; Browsing: Teaching & Education
7529,Text,2005-02-01,The Reverberator,en,"James, Henry, 1843-1916",Manners and customs -- Fiction; France -- Social life and customs -- 19th century -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
7530,Text,2005-02-01,The Renascence of Hebrew Literature (1743-1885),en,"Slouschz, Nahum, 1872-1966","Hebrew literature, Modern -- History and criticism",PJ,Judaism; Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Religion/Spirituality/Paranormal
7531,Text,2005-02-01,A Book of Old Ballads — Volume 1,en,"Nichols, Beverley, 1898-1983 [Editor]","Ballads, English -- Texts",PR,Browsing: Literature; Browsing: Poetry
7532,Text,2005-02-01,A Book of Old Ballads — Volume 2,en,"Nichols, Beverley, 1898-1983 [Editor]","Ballads, English -- Texts",PR,Browsing: Literature; Browsing: Poetry
7533,Text,2005-02-01,A Book of Old Ballads — Volume 3,en,"Nichols, Beverley, 1898-1983 [Editor]","Ballads, English -- Texts",PR,Browsing: Literature
7534,Text,2005-02-01,A Book of Old Ballads — Volume 4,en,"Nichols, Beverley, 1898-1983 [Editor]","Ballads, English -- Texts",PR,Browsing: Literature
7535,Text,2005-02-01,A Book of Old Ballads — Complete,en,"Nichols, Beverley, 1898-1983 [Editor]","Ballads, English -- Texts",PR,Browsing: Literature; Browsing: Poetry
7537,Text,2005-02-01,Shallow Soil,en,"Hamsun, Knut, 1859-1952; Hyllested, Carl Christian [Translator]",Norway -- Fiction,PT,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
7538,Text,2004-08-26,Quotes and Images from the Memoirs of Jacques Casanova de Seingalt,en,"Casanova, Giacomo, 1725-1798; Widger, David, 1932-2021? [Editor]; Machen, Arthur, 1863-1947 [Translator]",Quotations,D,Browsing: History - European; Browsing: History - General
7539,Text,2004-08-29,Quotes and Images from Chesterfield's Letters to His Son,en,"Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773; Widger, David, 1932-2021? [Editor]",Quotations,BJ,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
7540,Text,2004-08-30,Quotes and Images from Christopher Columbus,en,"Young, Filson, 1876-1938; Widger, David, 1932-2021? [Editor]",Quotations,E011,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: History - American
7541,Text,2005-02-01,Quotes and Images from Celebrated Crimes,en,"Dumas, Alexandre, 1802-1870; Widger, David, 1932-2021? [Editor]",French literature; Quotations,PQ,Browsing: Language & Communication; Browsing: Literature
7542,Text,2004-04-29,Quotes and Images From The Novels of Georg Ebers,en,"Ebers, Georg, 1837-1898; Widger, David, 1932-2021? [Editor]",Quotations,PT,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Literature
7543,Text,2004-08-27,Quotes and Images From The Tales and Novels of Jean de La Fontaine,en,"La Fontaine, Jean de, 1621-1695; Widger, David, 1932-2021? [Editor]",Quotations,PQ,Browsing: Literature
7544,Text,2005-04-29,Quotes and Images From the Works of John Galsworthy,en,"Galsworthy, John, 1867-1933; Widger, David, 1932-2021? [Editor]",Quotations,PR,Browsing: Literature
7545,Text,2004-09-03,"Quotes and Images From the Works of Oliver Wendell Holmes, Sr.",en,"Holmes, Oliver Wendell, 1809-1894; Widger, David, 1932-2021? [Editor]",Quotations,PS,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Literature
7546,Text,2004-08-27,Quotes and Images From The Works of William Dean Howells,en,"Howells, William Dean, 1837-1920; Widger, David, 1932-2021? [Editor]",Quotations,PS,Browsing: Literature
7547,Text,2004-08-29,Quotes and Images from the Writings of Abraham Lincoln,en,"Lincoln, Abraham, 1809-1865; Widger, David, 1932-2021? [Editor]","Lincoln, Abraham, 1809-1865 -- Portraits",E456,US Civil War; Browsing: Biographies; Browsing: History - American
7548,Text,2004-08-30,Quotes and Images From The Confessions of Harry Lorrequer,en,"Lever, Charles James, 1806-1872; Widger, David, 1932-2021? [Editor]",Quotations,PR,Browsing: Literature
7549,Text,2004-09-04,Quotes and Images From The Short Stories of Maupassant,en,"Maupassant, Guy de, 1850-1893; Widger, David, 1932-2021? [Editor]","Maupassant, Guy de, 1850-1893 -- Quotations",PQ,Browsing: Literature
7550,Text,2004-08-29,Quotes and Images From The Works of George Meredith,en,"Meredith, George, 1828-1909; Widger, David, 1932-2021? [Editor]",Quotations,PR,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Literature
7551,Text,2004-09-03,Quotes and Images From The Works of Michel De Montaigne,en,"Montaigne, Michel de, 1533-1592; Widger, David, 1932-2021? [Editor]",Quotations,PQ,Browsing: Literature
7552,Text,2004-09-03,Quotes and Images From Motley's History of the Netherlands,en,"Motley, John Lothrop, 1814-1877; Widger, David, 1932-2021? [Editor]",Quotations,DH,Browsing: History - European; Browsing: History - General
7553,Text,2004-08-27,Quotes and Images From The Works of Gilbert Parker,en,"Parker, Gilbert, 1862-1932; Widger, David, 1932-2021? [Editor]",Quotations,PS,Browsing: Language & Communication; Browsing: Literature
7554,Text,2004-09-03,Quotes and Images From The Diary of Samuel Pepys,en,"Pepys, Samuel, 1633-1703; Widger, David, 1932-2021? [Editor]",Quotations,DA,Browsing: History - European; Browsing: History - General
7555,Text,2004-08-28,Quotes and Images From The Confessions of Jean Jacques Rousseau,en,"Rousseau, Jean-Jacques, 1712-1778; Widger, David, 1932-2021? [Editor]",Quotations,PQ,Browsing: Language & Communication; Browsing: Literature
7556,Text,2004-08-30,Quotes and Images From The Works of Mark Twain,en,"Twain, Mark, 1835-1910; Widger, David, 1932-2021? [Editor]",Quotations,PS,Browsing: Culture/Civilization/Society; Browsing: Literature
7557,Text,2004-08-28,Quotes and Images From The Works of Charles Dudley Warner,en,"Warner, Charles Dudley, 1829-1900; Widger, David, 1932-2021? [Editor]",Quotations,PS,Browsing: Literature
7558,Text,2005-02-01,Quotes and Images From Memoirs of Marie Antoinette,en,"Campan, Mme. (Jeanne-Louise-Henriette), 1752-1822; Widger, David, 1932-2021? [Editor]",Quotations,DC,Browsing: History - European; Browsing: History - Royalty
7559,Text,2005-02-01,Quotes and Images from Memoirs of the Court of St. Cloud,en,"Goldsmith, Lewis, 1763?-1846; Widger, David, 1932-2021? [Editor]",Quotations,DC,Browsing: History - General; Browsing: Literature
7560,Text,2005-02-01,Quotes and Images From Memoirs of Count Grammont,en,"Hamilton, Anthony, Count, 1646?-1720; Widger, David, 1932-2021? [Editor]",Quotations,DA,Browsing: History - European; Browsing: History - General
7561,Text,2005-02-01,Quotes and Images From Memoirs of Louis XV. and XVI.,en,"Du Hausset, Mme., 1713-1801; Lamballe, Marie Thérèse Louise de Savoie-Carignan, princesse de, 1749-1792; Widger, David, 1932-2021? [Editor]",Quotations,DC,Browsing: History - European; Browsing: History - General
7562,Text,2005-02-01,Quotes and Images From Memoirs of Madame De Montespan,en,"Montespan, Madame de, 1641-1707; Widger, David, 1932-2021? [Editor]",Quotations,DC,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: History - European
7563,Text,2005-02-01,Quotes and Images From Memoirs of Louis XIV.,en,"Orléans, Charlotte-Elisabeth, duchesse d', 1652-1722; Widger, David, 1932-2021? [Editor]",Quotations,DC,Browsing: History - European; Browsing: History - Royalty
7564,Text,2005-02-01,Quotes and Images From Memoirs of Cardinal De Retz,en,"Retz, Jean François Paul de Gondi de, 1613-1679; Widger, David, 1932-2021? [Editor]",Quotations,DC,Browsing: History - European; Browsing: History - General
7565,Text,2005-02-01,Quotes and Images From Memoirs of Louis XIV.,en,"Saint-Simon, Louis de Rouvroy, duc de, 1675-1755; Widger, David, 1932-2021? [Editor]",Quotations,DC,Browsing: History - European; Browsing: History - Royalty
7566,Text,2005-02-01,Quotes and Images From Memoirs of Marguerite de Valois,en,"Marguerite, Queen, consort of Henry IV, King of France, 1553-1615; Widger, David, 1932-2021? [Editor]",Quotations,DC,Browsing: History - European; Browsing: History - General
7567,Text,2009-07-13,"Widger's Quotes and Images from The Ink Stain by René Bazin
The French Immortals: Quotes and Images",en,"Bazin, René, 1853-1932; Widger, David, 1932-2021? [Editor]","Quotations, French -- Translations into English",PQ,Browsing: Language & Communication; Browsing: Literature
7568,Text,2009-07-13,"Widger's Quotes and Images from Jacqueline by Therese Bentzon
The French Immortals: Quotes And Images",en,"Bentzon, Th., 1840-1907; Widger, David, 1932-2021? [Editor]","Quotations, French -- Translations into English",PQ,Browsing: Language & Communication; Browsing: Literature
7569,Text,2009-07-13,"Widger's Quotes and Images from Gerfaut by Charles de Bernard
The French Immortals: Quotes And Images",en,"Bernard, Charles de, 1804-1850; Widger, David, 1932-2021? [Editor]","Quotations, French -- Translations into English",PQ,Browsing: Language & Communication; Browsing: Literature
7570,Text,2009-07-13,"Widger's Quotes and Images from Cosmopolis by Paul Bourget
The French Immortals: Quotes And Images",en,"Bourget, Paul, 1852-1935; Widger, David, 1932-2021? [Editor]","Quotations, French -- Translations into English",PQ,Browsing: Language & Communication; Browsing: Literature
7571,Text,2009-07-13,"Widger's Quotes and Images from Zilah by Jules Claretie
The French Immortals: Quotes And Images",en,"Claretie, Jules, 1840-1913; Widger, David, 1932-2021? [Editor]","Quotations, French -- Translations into English",PQ,Browsing: Language & Communication; Browsing: Literature
7572,Text,2009-07-13,"Widger's Quotes and Images from A Romance of Youth by François Coppée
The French Immortals: Quotes And Images",en,"Coppée, François, 1842-1908; Widger, David, 1932-2021? [Editor]","Quotations, French -- Translations into English",PQ,Browsing: Language & Communication; Browsing: Literature
7573,Text,2009-07-13,"Widger's Quotes and Images from Fromont and Risler by Alphonse Daudet
The French Immortals: Quotes and Images",en,"Daudet, Alphonse, 1840-1897; Widger, David, 1932-2021? [Editor]","Quotations, French -- Translations into English",PQ,Browsing: Language & Communication; Browsing: Literature
7574,Text,2009-07-13,"Widger's Quotes and Images from Cinq Mars by Alfred de Vigny
The French Immortals: Quotes and Images",en,"Vigny, Alfred de, 1797-1863; Widger, David, 1932-2021? [Editor]","Quotations, French -- Translations into English",PQ,Browsing: Literature
7575,Text,2009-07-13,"Widger's Quotes and Images from Monsieur, Madame, and Bébé by Gustave Droz
The French Immortals: Quotes and Images",en,"Droz, Gustave, 1832-1895; Widger, David, 1932-2021? [Editor]","Quotations, French -- Translations into English",PQ,Browsing: Language & Communication; Browsing: Literature
7576,Text,2009-07-13,"Widger's Quotes and Images from Monsieur de Camors by Octave Feuillet
The French Immortals: Quotes and Images",en,"Feuillet, Octave, 1821-1890; Widger, David, 1932-2021? [Editor]","Quotations, French -- Translations into English",PQ,Browsing: Language & Communication; Browsing: Literature
7577,Text,2009-07-13,"Widger's Quotes and Images from The Red Lily by Anatole France
The French Immortals: Quotes and Images",en,"France, Anatole, 1844-1924; Widger, David, 1932-2021? [Editor]","Quotations, French -- Translations into English",PQ,Browsing: Language & Communication; Browsing: Literature
7578,Text,2009-07-13,"Widger's Quotes and Images from L'Abbe Constantin by Ludovic Halévy
The French Immortals: Quotes and Images",en,"Halévy, Ludovic, 1834-1908; Widger, David, 1932-2021? [Editor]","Quotations, French -- Translations into English",PQ,Browsing: Language & Communication; Browsing: Literature
7579,Text,2009-07-13,"Widger's Quotes and Images from Madame Chrysantheme by Pierre Loti
The French Immortals: Quotes and Images",en,"Loti, Pierre, 1850-1923; Widger, David, 1932-2021? [Editor]","Quotations, French -- Translations into English",PQ,Browsing: Language & Communication; Browsing: Literature
7580,Text,2009-07-13,"Widger's Quotes and Images from Conscience by Hector Malot
The French Immortals: Quotes and Images",en,"Malot, Hector, 1830-1907; Widger, David, 1932-2021? [Editor]","Quotations, French -- Translations into English",PQ,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Language & Communication; Browsing: Literature
7581,Text,2009-07-13,"Widger's Quotes and Images from Zibeline by Phillipe de Massa
The French Immortals: Quotes and Images",en,"Massa, Philippe, marquis de, 1831-1911; Widger, David, 1932-2021? [Editor]","Quotations, French -- Translations into English",PQ,Browsing: Language & Communication; Browsing: Literature
7582,Text,2009-07-13,"Widger's Quotes and Images from The Confession of a Child of the Century by Alfred de Musset
The French Immortals: Quotes and Images",en,"Musset, Alfred de, 1810-1857; Widger, David, 1932-2021? [Editor]","Quotations, French -- Translations into English",PQ,Browsing: Language & Communication; Browsing: Literature; Browsing: Other
7583,Text,2009-07-13,"Widger's Quotes and Images from Serge Panine by George Ohnet
The French Immortals: Quotes and Images",en,"Ohnet, Georges, 1848-1918; Widger, David, 1932-2021? [Editor]","Quotations, French -- Translations into English",PQ,Browsing: Language & Communication; Browsing: Literature
7584,Text,2009-07-13,"Widger's Quotes and Images from An Attic Philosopher in Paris by Émile Souvestre
The French Immortals: Quotes and Images",en,"Souvestre, Émile, 1806-1854; Widger, David, 1932-2021? [Editor]","Quotations, French -- Translations into English",PQ,Browsing: Language & Communication; Browsing: Literature
7585,Text,2009-07-13,"Widger's Quotes and Images from A Woodland Queen by André Theuriet
The French Immortals: Quotes and Images",en,"Theuriet, André, 1833-1907; Widger, David, 1932-2021? [Editor]","Quotations, French -- Translations into English",PQ,Browsing: Language & Communication; Browsing: Literature
7586,Text,2005-02-01,The Caxtons: A Family Picture — Volume 01,en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",English fiction -- 19th century; Families -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
7587,Text,2005-02-01,The Caxtons: A Family Picture — Volume 02,en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",English fiction -- 19th century; Families -- Fiction,PR,Browsing: Literature; Browsing: Fiction
7588,Text,2005-02-01,The Caxtons: A Family Picture — Volume 03,en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",English fiction -- 19th century; Families -- Fiction,PR,Browsing: Literature; Browsing: Fiction
7589,Text,2005-02-01,The Caxtons: A Family Picture — Volume 04,en,"Lytton, Edward Bulwer Lytton, Baron, 1803-1873",English fiction -- 19th century; Families -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
